activity_comment,n,pct
422710,1,0.0
422709,1,0.0
422708,1,0.0
422707,1,0.0
431592,1,0.0
431591,1,0.0
423454,1,0.0
422703,1,0.0
422702,1,0.0
422701,1,0.0
422700,1,0.0
422699,1,0.0
422698,1,0.0
413065,1,0.0
413064,1,0.0
388347,1,0.0
388346,1,0.0
388345,1,0.0
388344,1,0.0
388343,1,0.0
423440,1,0.0
423439,1,0.0
423438,1,0.0
361986,1,0.0
361985,1,0.0
361984,1,0.0
361983,1,0.0
361982,1,0.0
361981,1,0.0
361980,1,0.0
361979,1,0.0
361978,1,0.0
361977,1,0.0
361976,1,0.0
361975,1,0.0
361974,1,0.0
422706,1,0.0
422705,1,0.0
422704,1,0.0
361970,1,0.0
361969,1,0.0
361968,1,0.0
361967,1,0.0
361966,1,0.0
361965,1,0.0
361964,1,0.0
361963,1,0.0
361962,1,0.0
361961,1,0.0
361960,1,0.0
361959,1,0.0
361958,1,0.0
361989,1,0.0
361988,1,0.0
361987,1,0.0
361954,1,0.0
361953,1,0.0
361952,1,0.0
361951,1,0.0
361950,1,0.0
361949,1,0.0
361948,1,0.0
361947,1,0.0
361946,1,0.0
361945,1,0.0
361944,1,0.0
361943,1,0.0
361942,1,0.0
361973,1,0.0
361972,1,0.0
361971,1,0.0
361938,1,0.0
361937,1,0.0
361936,1,0.0
361935,1,0.0
361934,1,0.0
361933,1,0.0
361932,1,0.0
361931,1,0.0
361930,1,0.0
361929,1,0.0
361928,1,0.0
361927,1,0.0
361926,1,0.0
361957,1,0.0
361956,1,0.0
361955,1,0.0
361922,1,0.0
361921,1,0.0
361920,1,0.0
361919,1,0.0
361918,1,0.0
361917,1,0.0
361916,1,0.0
361915,1,0.0
361914,1,0.0
361913,1,0.0
361912,1,0.0
361911,1,0.0
361910,1,0.0
361941,1,0.0
361940,1,0.0
361939,1,0.0
361906,1,0.0
361905,1,0.0
361904,1,0.0
361903,1,0.0
361902,1,0.0
361901,1,0.0
361900,1,0.0
361899,1,0.0
361898,1,0.0
361897,1,0.0
361896,1,0.0
361895,1,0.0
361894,1,0.0
361925,1,0.0
361924,1,0.0
361923,1,0.0
361890,1,0.0
361889,1,0.0
361888,1,0.0
361887,1,0.0
361886,1,0.0
361885,1,0.0
361884,1,0.0
361883,1,0.0
361882,1,0.0
361881,1,0.0
361880,1,0.0
361879,1,0.0
361878,1,0.0
361909,1,0.0
361908,1,0.0
361907,1,0.0
287776,1,0.0
287774,1,0.0
361875,1,0.0
361874,1,0.0
361873,1,0.0
361872,1,0.0
361871,1,0.0
361870,1,0.0
390529,1,0.0
390528,1,0.0
390527,1,0.0
390526,1,0.0
390525,1,0.0
361893,1,0.0
361892,1,0.0
361891,1,0.0
312469,1,0.0
312466,1,0.0
312465,1,0.0
312432,1,0.0
312431,1,0.0
312430,1,0.0
312429,1,0.0
312428,1,0.0
312427,1,0.0
312426,1,0.0
312425,1,0.0
312424,1,0.0
312423,1,0.0
312422,1,0.0
312421,1,0.0
312420,1,0.0
312419,1,0.0
312418,1,0.0
312417,1,0.0
312550,1,0.0
312549,1,0.0
312548,1,0.0
312547,1,0.0
312546,1,0.0
312545,1,0.0
312544,1,0.0
312543,1,0.0
312542,1,0.0
312541,1,0.0
288754,1,0.0
288753,1,0.0
288752,1,0.0
288751,1,0.0
288750,1,0.0
288749,1,0.0
288748,1,0.0
288747,1,0.0
288746,1,0.0
288745,1,0.0
288744,1,0.0
288743,1,0.0
288742,1,0.0
288741,1,0.0
288740,1,0.0
288739,1,0.0
288738,1,0.0
288737,1,0.0
288736,1,0.0
288735,1,0.0
288734,1,0.0
288733,1,0.0
288732,1,0.0
288731,1,0.0
288730,1,0.0
288729,1,0.0
288728,1,0.0
288727,1,0.0
288726,1,0.0
288725,1,0.0
288724,1,0.0
288723,1,0.0
288722,1,0.0
288721,1,0.0
288720,1,0.0
288719,1,0.0
288718,1,0.0
288717,1,0.0
288716,1,0.0
288715,1,0.0
288714,1,0.0
288713,1,0.0
288712,1,0.0
288711,1,0.0
288710,1,0.0
288709,1,0.0
288708,1,0.0
288707,1,0.0
288706,1,0.0
288705,1,0.0
288704,1,0.0
288703,1,0.0
288702,1,0.0
288701,1,0.0
288700,1,0.0
288699,1,0.0
288698,1,0.0
288697,1,0.0
288696,1,0.0
288695,1,0.0
288694,1,0.0
288693,1,0.0
288692,1,0.0
288691,1,0.0
288690,1,0.0
288689,1,0.0
288688,1,0.0
288687,1,0.0
288686,1,0.0
288685,1,0.0
288684,1,0.0
288683,1,0.0
288682,1,0.0
288681,1,0.0
288680,1,0.0
288679,1,0.0
288678,1,0.0
288677,1,0.0
288676,1,0.0
288675,1,0.0
288674,1,0.0
288673,1,0.0
288672,1,0.0
288671,1,0.0
288670,1,0.0
288669,1,0.0
288668,1,0.0
288667,1,0.0
288666,1,0.0
288665,1,0.0
288664,1,0.0
288663,1,0.0
288662,1,0.0
288661,1,0.0
288660,1,0.0
288659,1,0.0
288658,1,0.0
288657,1,0.0
288656,1,0.0
288655,1,0.0
288654,1,0.0
288653,1,0.0
288652,1,0.0
288651,1,0.0
288650,1,0.0
288649,1,0.0
288648,1,0.0
288647,1,0.0
288646,1,0.0
288645,1,0.0
288644,1,0.0
288643,1,0.0
288642,1,0.0
288641,1,0.0
288640,1,0.0
439045,1,0.0
288638,1,0.0
288637,1,0.0
288636,1,0.0
288635,1,0.0
287799,1,0.0
287798,1,0.0
287797,1,0.0
287796,1,0.0
287795,1,0.0
287794,1,0.0
287793,1,0.0
287792,1,0.0
287791,1,0.0
287790,1,0.0
287789,1,0.0
Dose-Dependent Effect,1,0.0
287787,1,0.0
287786,1,0.0
287785,1,0.0
287784,1,0.0
287783,1,0.0
287782,1,0.0
287781,1,0.0
287780,1,0.0
287779,1,0.0
287778,1,0.0
287777,1,0.0
287775,1,0.0
361877,1,0.0
287773,1,0.0
361876,1,0.0
